College Code,College Name,District,Pincode
1200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 35000 Charges Sree Sakthi Engineering College Bettathapuram Bilichi Village Karamadai Coimbatore,District,641104
1,Address. / & / OOTY MAIN ROAD Bank 1262201002898 Name of the Principal DR G RANGANATHAN A/c No. / Dean. Bank CANARA BANK Name Distance in KMS COIMBATORE Distance in KMS from Nearest Railway Station,from Dist.HQ Taluk METTUPALAYAM Nearest COIMBATORE Railway Station District,641104
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 19000 Charges Max Transport 38000 Charges Shreenivasa Engineering College B Pallipatti Bommidi Pappireddipatti Taluk Dharmapuri,District,635301
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges Coimbatore Institute of Engineering and Technolgoy Autonomous Narasipuram Post,Coimbatore District,641109
1500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12000 Charges Max Transport 25000 Charges,N) Min Transport 12000 Charges Max Transport 25000 Charges 195 District,643215
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 27000 Charges Dr. Mahalingam College of Engineering and Technology Autonomous Mackinaickenpatti,Coimbatore District,642003
300,Electricity Charges Caution Deposit Establishment 20000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges Erode Sengunthar Engineering College Autonomous Thudupathi Post,Erode District,638057
16,Caution BT No - Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 26500 Charges Hindusthan College of Engineering and Technology Autonomous Othakkalmandapam,Coimbatore District,641032
120,Charges MZ No - Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 28000 Charges Government College of Engineering Formerly Institute of Road and Transport Technology,Erode District,638316
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges Karpagam College of Engineering Autonomous Othakkalmandapam,Coimbatore District,641032
759,Address. S.F.NO. & Bank 914020027997211 Name of the Principal DR V KUMAR CHINNAIYAN A/c No. / Dean. Bank AXIS BANK Name Distance in KMS OTHAKKALMANDAPAM from Dist.HQ,from Dist.HQ District,641032
600,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 35000 Charges,Erode District,638052
500,Electricity MZ No - Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 31100 Charges Kumaraguru College of Technology Autonomous Chinnavedampatti Post Coimbatore,District,641006
049,PO COIMBATORE- Bank 1245115000000014 Name of the Principal DR D SARAVANAN A/c No. / Dean. Bank KARUR VYSYA BANK Name Address. CHINNAVEDAMPATTI Distance in KMS from Dist.HQ Nearest COIMBATORE CENTRAL Taluk COIMBATORE NORTH Railway Station Distance in KMS COIMBATORE from Nearest Railway Station Minority No,District,641049
5000,Electricity EE Yes Charges Caution Deposit Establishment 15000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 25000 Charges Max Transport 38000 Charges,Erode District,638112
750,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Nandha Engineering College Autonomous Pitchandampalayam Post,Erode District,638052
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 20000 Charges,Coimbatore District,641659
30,Charges SC No - Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 35000 Charges Sri Krishna College of Enginering and Technology Autonomous Kuniamuthur,Coimbatore District,641008
10000,Electricity 10000 10000 Charges Caution Deposit Establishment 10000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 60000 Charges Max Transport 70000 Charges Sri Ramakrishna Engineering College Autonomous Vattamalaipalayam Coimbatore,District,641022
16000,Electricity 16000 16000 Charges Caution Deposit Establishment 12000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 22000 Charges Max Transport 49000 Charges,Coimbatore District,641659
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 35000 Charges Sri Krishna College of Technology Autonomous Kovaipudur Post,Coimbatore District,641042
10000,Electricity 10000 10000 Charges Caution Deposit Establishment 10000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 30000 Charges Max Transport 70000 Charges Velalar College of Engineering and Technology Autonomous Thindal Post,Erode District,638012
260,Electricity Charges Caution Deposit Establishment 12500 Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 16200 Charges Sri Ramakrishna Institute of Technology Autonomous Pachapalayam,Coimbatore District,641010
1000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 23000 Charges Max Transport 49000 Charges,Coimbatore District,641035
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 16000 Charges Max Transport 39500 Charges Sri Shakthi Institute of Engineering and Technology Autonomous L&T Bye-Pass,Comibatore District,641062
800,Electricity Charges Caution Deposit Establishment 15000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 33000 Charges Nehru Institute of Engineering and Technology Thirumalayampalayam Post Coimbatore,District,641105
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges R V S College of Engineering and Technology Kannampalayam Sulur,Coimbatore District,641402
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 30000 Charges,Coimbatore District,641107
641,Bank 1197115000023814 Name of the Principal DR E ARUN A/c No. / Dean. Bank KARUR VYSYA BANK Name Address. ANGEL NAGER DHARAPURAM Distance in KMS ROAD P.K.PALAYAM from Dist.HQ Nearest TIRUPUR Taluk TIRUPPUR SOUTH Railway Station Distance in KMS TIRUPPUR from Nearest Railway Station Minority No,District,641665
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 12000 Charges SNS College of Engineering Autonomous Sathy Main Road Kurumbapalayam Post,Coimbatore District,641107
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 16000 Charges Max Transport 39500 Charges Karpagam Institute of Technology Seerapalayam Village L&T By pass Road Coimbatore,District,641021
248,Address. S.F.NO. LT BYEPASS Distance in KMS Bank 914020028998897 Name of the Principal DR P MANIMARAN A/c No. / Dean. Bank AXIS BANK Name ROAD SEERAPALAYAM from Dist.HQ VILLAGE BODIPALAYAM Nearest COIMBATORE PO COIMBATORE Railway Station Distance in KMS COIMBATORE Status Autonomous No,Taluk MADUKKARAI from Nearest Railway Station Minority Yes District,641105
600,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 35000 Charges Dr. N G P Institute of Technology Autonomous Kalapatti Road,Coimbatore District,641035
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10150 Charges Max Transport 50150 Charges Sri Sai Ranganathan Engineering College Zahirnaickenpalayam Village Viraliyur Post,Coimbatore District,641109
5000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 35000 Charges Sri Eshwar College of Engineering Autonomous Kondampatti Post Vadasithur Via,Coimbatore District,641202
6000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12000 Charges Max Transport 38000 Charges Hindusthan Institute of Technology Autonomous Othakkalmandapam Coimbatore,District,641032
600,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 28000 Charges P A College of Engineering and Technology Autonomous Palladam Road Pollachi,Coimbatore District,642002
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 27000 Charges Dhanalakshmi Srinivasan College of Engineering CBE NH47 Palakkad Main Road,Coimbatore District,641105
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 28000 Charges,Coimbatore District,641107
350,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15000 Charges Max Transport 30000 Charges,Coimbatore District,641062
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12000 Charges Max Transport 26000 Charges Shree Venkateshwara Hi-Tech Engineering College Autonomous Othakuthirai K Mettupalayam Post,Erode District,638455
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 20000 Charges,Erode District,638107
1800,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges Easa College of Engineering and Technology NH- Coimbatore-Palakkad Main Road,Coimbatore District,641105
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 17000 Charges Max Transport 37000 Charges KIT - Kalaignar Karunanidhi Institute of Technology Autonomous Kannampalayam,Coimbatore District,641402
283,Address. SF NO. KANNAMPALAYAM Bank 783509243 Name of the Principal DR N MOHAN DAS GANDHI A/c No. / Dean. Bank INDIAN BANK Name Distance in KMS PO COIMBATORE from Dist.HQ Nearest COIMBATORE JUNCTION Taluk SULUR Railway Station Distance in KMS COIMBATORE from Nearest Railway Station Minority No,District,641402
750,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 30000 Charges KGISL Institute of Technology KGISL Campus Thudiyalur Road Saravanampatti,Coimbatore District,641035
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 22000 Charges Max Transport 30000 Charges,Erode District,638052
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 20000 Charges,Coimbatore District,641035
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Nehru Institute of Technology Autonomous Thirumalayampalayam Post Coimbatore,Coimbatore District,641105
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges,Erode District,638506
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 20000 Charges United Institute of Technology Gadalore Village Perianaickenpalayam,Coimbatore District,641020
449,Address. / A DURAI RAJ NAGAR NGGO Bank 50100555948073 Name of the Principal DR R RADHAKRISHNAN A/c No. / Dean. Bank HDFC BANK Name Distance in KMS COLONY from Dist.HQ Nearest COIMBATORE Taluk COIMBATORE Railway Station Distance in KMS COIMBATORE from Nearest Railway Station Minority No,District,641022
